customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
9975-GPKZU,46,19.75,Two year,0,1.0,61.0,Add Protection Bundle; Add Tech Support
2228-BZDEE,54,20.1,Two year,0,0.97,61.0,Add Protection Bundle
7243-LCGGZ,1,20.9,Month-to-month,0,20.94,61.0,Add Protection Bundle; Add Tech Support
2230-XTUWL,48,19.55,Two year,0,1.21,61.0,Add Protection Bundle; Add Tech Support
2446-ZKVAF,18,56.8,Month-to-month,1,0.24,61.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3243-ZHOHY,16,20.1,One year,0,0.25,61.0,Add Protection Bundle
5240-CAOYT,57,87.55,Month-to-month,3,0.26,61.0,Add Streaming Services; Upgrade to Annual Contract
8606-OEGQZ,18,25.3,Two year,0,1.37,61.0,Add Protection Bundle
2959-FENLU,9,85.3,Month-to-month,2,0.32,60.9,Add Protection Bundle
1666-JZPZT,27,49.0,Month-to-month,0,8.53,60.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
1498-DQNRX,29,19.85,Month-to-month,0,2.02,60.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2809-ILCYT,25,26.8,One year,0,3.05,60.9,Add Protection Bundle
5260-UMPWX,26,20.25,Month-to-month,0,2.77,60.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
3891-NLXJB,37,40.55,Two year,3,2.04,60.8,Add Streaming Services
4450-DLLMH,2,71.3,Month-to-month,0,0.56,60.8,Add Protection Bundle; Add Streaming Services
6048-NJXHX,41,19.75,Two year,0,0.43,60.8,Add Protection Bundle
9309-BZGNT,69,29.8,One year,1,2.75,60.8,Add Protection Bundle; Add Streaming Services
2040-VZIKE,49,100.85,Month-to-month,3,16.94,60.8,Upgrade to Annual Contract
4139-JPIAM,51,44.45,Month-to-month,3,4.63,60.8,Upgrade to Annual Contract
8859-DZTGQ,33,20.35,Two year,0,0.23,60.8,Add Protection Bundle
0508-OOLTO,2,71.65,Month-to-month,0,0.52,60.8,Add Protection Bundle; Add Streaming Services
2080-GKCWQ,2,74.95,Month-to-month,1,17.83,60.8,Add Protection Bundle; Add Streaming Services
4926-UMJZD,31,49.2,Month-to-month,1,0.4,60.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5039-LZRQT,13,20.2,One year,0,0.32,60.8,Add Protection Bundle
3696-DFHHB,68,25.5,Two year,0,0.88,60.7,Add Protection Bundle
3665-JATSN,19,39.7,Month-to-month,2,0.51,60.7,Add Protection Bundle; Upgrade to Annual Contract
9780-FKVVF,6,59.15,Month-to-month,2,0.34,60.7,Add Protection Bundle
2985-JUUBZ,40,74.55,Month-to-month,3,0.31,60.7,Upgrade to Annual Contract
5186-PEIZU,35,19.25,Month-to-month,0,0.28,60.7,Add Protection Bundle; Upgrade to Annual Contract
5600-PDUJF,6,49.5,Month-to-month,1,0.33,60.7,Add Protection Bundle; Add Streaming Services
8966-OIQHG,22,20.75,One year,0,0.18,60.7,Add Protection Bundle
2599-CZABP,14,44.6,One year,0,2.95,60.7,Add Protection Bundle; Add Streaming Services; Add Tech Support
9644-UMGQA,6,49.15,Month-to-month,1,0.29,60.7,Add Protection Bundle; Add Streaming Services
9929-PLVPA,4,20.4,Month-to-month,0,0.4,60.7,Add Protection Bundle
1194-HVAIF,27,95.0,Month-to-month,2,1.33,60.7,Add Protection Bundle; Upgrade to Annual Contract
0895-LNKRC,6,19.45,One year,0,0.22,60.7,Add Protection Bundle
4999-IEZLT,66,29.45,One year,1,1.02,60.6,Add Protection Bundle; Add Streaming Services
1045-LTCYT,8,21.05,Month-to-month,0,0.21,60.6,Add Protection Bundle
1964-SVLEA,20,19.7,One year,0,3.14,60.6,Add Protection Bundle; Add Tech Support
9227-UAQFT,16,19.75,Two year,0,0.33,60.6,Add Protection Bundle
6854-EXGSF,8,65.5,Month-to-month,3,0.27,60.6,Add Streaming Services
2045-BMBTJ,33,59.45,Month-to-month,5,0.65,60.6,Upgrade to Annual Contract
3279-DYZQM,71,19.45,Two year,0,0.2,60.5,Add Protection Bundle
0219-QAERP,30,19.8,One year,0,0.2,60.5,Add Protection Bundle
5093-FEGLU,47,19.65,Two year,0,0.8,60.5,Add Protection Bundle
7008-LZVOZ,66,25.3,Two year,0,1.21,60.5,Add Protection Bundle; Add Tech Support
2589-AYCRP,50,19.75,One year,0,0.23,60.5,Add Protection Bundle
9867-NNXLC,22,20.05,Month-to-month,0,5.76,60.5,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1724-IQWNM,1,19.3,Month-to-month,0,0.63,60.5,Add Protection Bundle
8347-GDTMP,64,19.45,Two year,0,0.79,60.5,Add Protection Bundle; Add Tech Support
2465-BLLEU,1,19.75,Month-to-month,0,0.5,60.5,Add Protection Bundle
2946-KIQSP,35,33.45,Month-to-month,2,4.7,60.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3521-MNKLV,24,49.7,Month-to-month,1,7.92,60.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2097-YVPKN,65,25.75,Two year,0,1.01,60.5,Add Protection Bundle; Add Tech Support
6762-NSODU,46,19.4,Two year,0,0.68,60.4,Add Protection Bundle
3097-FQTVJ,41,20.0,Two year,0,1.11,60.4,Add Protection Bundle
6918-UMQCG,5,80.2,Month-to-month,1,0.52,60.4,Add Protection Bundle
4163-NCJAK,46,24.45,One year,0,1.26,60.4,Add Protection Bundle
3370-HXOPH,3,76.1,Month-to-month,0,0.42,60.4,Add Protection Bundle; Add Streaming Services
6180-YBIQI,5,24.3,Month-to-month,0,0.42,60.4,Add Protection Bundle; Add Streaming Services
2041-JIJCI,5,64.0,Month-to-month,2,0.4,60.4,Add Protection Bundle
0052-YNYOT,67,20.55,One year,0,1.2,60.4,Add Protection Bundle; Add Tech Support
2325-NBPZG,3,74.55,Month-to-month,1,0.41,60.4,Add Protection Bundle; Add Streaming Services
1248-DYXUB,52,24.8,Two year,0,1.11,60.4,Add Protection Bundle
4656-CAURT,69,23.95,Two year,0,0.3,60.4,Add Protection Bundle
6077-BDPXA,3,70.15,Month-to-month,0,0.33,60.4,Add Protection Bundle; Add Streaming Services
9392-XBGTD,27,20.6,Two year,0,1.26,60.4,Add Protection Bundle; Add Tech Support
4029-HPFVY,3,70.3,Month-to-month,0,0.37,60.4,Add Protection Bundle; Add Streaming Services
5549-ZGHFB,50,24.95,Two year,0,0.52,60.3,Add Protection Bundle
8631-XVRZL,9,20.15,One year,0,0.25,60.3,Add Protection Bundle
7205-BAIAD,40,20.6,Two year,0,0.24,60.3,Add Protection Bundle
2525-GVKQU,60,20.6,Two year,0,0.22,60.3,Add Protection Bundle
1552-TKMXS,42,20.35,Month-to-month,0,2.69,60.3,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
0373-AIVNJ,9,39.55,One year,3,0.35,60.3,Add Streaming Services
1202-KKGFU,12,54.2,Month-to-month,2,4.06,60.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7233-IOQNP,43,34.0,Month-to-month,2,1.19,60.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2150-OEGBV,27,20.1,One year,0,1.71,60.3,Add Protection Bundle; Add Tech Support
0224-RLWWD,2,44.3,Month-to-month,0,0.32,60.2,Add Protection Bundle; Add Streaming Services
7508-SMHXL,15,89.0,Month-to-month,2,0.5,60.2,Add Protection Bundle; Upgrade to Annual Contract
3090-LETTY,2,60.95,Month-to-month,2,0.28,60.2,Add Protection Bundle; Add Streaming Services
9163-GHAYE,15,48.85,Month-to-month,1,0.41,60.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7610-TVOPG,15,26.35,Month-to-month,0,8.08,60.2,Add Protection Bundle; Upgrade to Annual Contract
8626-XHBIE,56,24.8,Two year,0,1.08,60.2,Add Protection Bundle
8648-PFRMP,14,46.35,Month-to-month,2,0.86,60.1,Add Protection Bundle; Upgrade to Annual Contract
4403-BWPAY,14,24.8,One year,0,1.38,60.1,Add Protection Bundle
7558-IMLMT,67,20.8,Two year,0,1.46,60.1,Add Protection Bundle; Add Tech Support
7980-MHFLQ,72,24.9,Two year,0,0.73,60.1,Add Protection Bundle; Add Tech Support
1591-XWLGB,71,19.85,Two year,0,0.95,60.1,Add Protection Bundle
4950-BDEUX,35,49.2,Month-to-month,3,4.5,60.1,Upgrade to Annual Contract
9447-YPTBX,50,19.85,One year,0,1.38,60.1,Add Protection Bundle
1399-OUPJN,57,19.75,Two year,0,0.27,60.0,Add Protection Bundle
9229-RQABD,18,23.75,One year,0,1.5,60.0,Add Protection Bundle
7746-QYVCO,16,55.85,One year,2,5.34,60.0,Add Protection Bundle; Add Streaming Services; Add Tech Support
4524-QCSSM,26,44.65,Month-to-month,3,11.4,60.0,Upgrade to Annual Contract
4302-ZYFEL,69,20.55,One year,0,1.32,60.0,Add Protection Bundle; Add Tech Support
7622-NXQZR,28,30.1,Month-to-month,1,0.25,60.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1385-TQOZW,9,20.45,Month-to-month,0,0.43,59.9,Add Protection Bundle
4955-VCWBI,43,20.0,One year,0,1.05,59.9,Add Protection Bundle
7878-RTCZG,1,19.9,Month-to-month,0,0.28,59.9,Add Protection Bundle
8717-VCTXJ,42,19.55,One year,0,0.93,59.9,Add Protection Bundle
4570-QHXHL,9,43.75,Month-to-month,0,0.33,59.9,Add Protection Bundle; Add Streaming Services
7321-KKSDU,32,20.5,Two year,0,0.19,59.9,Add Protection Bundle
2892-GESUL,18,19.35,Two year,0,1.51,59.9,Add Protection Bundle; Add Tech Support
4391-LNRXK,22,94.95,Month-to-month,4,15.99,59.9,Upgrade to Annual Contract
8735-IJJEG,14,50.2,Month-to-month,1,7.73,59.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
6319-QSUSR,11,19.7,Month-to-month,0,1.33,59.9,Add Protection Bundle
8644-XYTSV,42,40.15,Month-to-month,2,11.06,59.9,Add Protection Bundle; Upgrade to Annual Contract
7126-RBHSD,17,78.9,Month-to-month,1,17.69,59.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
6917-YACBP,59,89.75,Month-to-month,3,0.38,59.8,Add Streaming Services; Upgrade to Annual Contract
1179-INLAT,3,19.45,One year,0,0.35,59.8,Add Protection Bundle
8963-MQVYN,22,20.55,Month-to-month,0,7.94,59.8,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
3977-QCRSL,5,20.15,Month-to-month,0,0.28,59.8,Add Protection Bundle
7245-NIIWQ,3,69.85,Month-to-month,0,0.35,59.8,Add Protection Bundle; Add Streaming Services
0489-WMEMG,23,49.45,One year,1,6.57,59.7,Add Protection Bundle; Add Streaming Services
0581-MDMPW,24,88.95,Month-to-month,2,28.58,59.7,Add Protection Bundle; Upgrade to Annual Contract
0723-VSOBE,45,34.2,One year,1,0.32,59.7,Add Protection Bundle
7328-ZJAJO,59,19.5,Two year,0,0.79,59.7,Add Protection Bundle; Add Tech Support
9495-REDIY,25,40.65,One year,2,0.53,59.7,Add Protection Bundle
9800-ONTFE,22,75.8,Month-to-month,0,0.83,59.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9087-EYCPR,60,25.0,Two year,0,0.25,59.7,Add Protection Bundle
6620-JDYNW,18,60.6,Month-to-month,2,0.3,59.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3530-VWVGU,22,19.9,Month-to-month,0,1.78,59.6,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1403-LKLIK,33,20.1,One year,0,0.96,59.6,Add Protection Bundle
1208-NBVFH,20,49.6,Month-to-month,1,17.33,59.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
5533-RJFTJ,49,30.2,Month-to-month,1,0.37,59.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0848-ZGQIJ,16,94.65,Month-to-month,3,0.51,59.6,Upgrade to Annual Contract
9364-YKUVW,15,19.8,Month-to-month,0,0.36,59.6,Add Protection Bundle; Upgrade to Annual Contract
3251-YMVWZ,53,24.05,One year,0,0.26,59.5,Add Protection Bundle
1333-PBMXB,54,24.75,One year,0,1.36,59.5,Add Protection Bundle; Add Tech Support
4883-KCPZJ,22,25.25,Two year,0,0.26,59.5,Add Protection Bundle
4647-XXZAM,6,45.5,Month-to-month,0,0.25,59.5,Add Protection Bundle; Add Streaming Services
0308-IVGOK,11,40.4,One year,3,0.3,59.5,Add Streaming Services
2075-PUEPR,55,19.35,Two year,0,0.3,59.5,Add Protection Bundle
2229-VWQJH,24,49.3,Month-to-month,1,0.35,59.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8388-FYNPZ,4,56.75,Month-to-month,2,0.27,59.5,Add Protection Bundle; Add Streaming Services
9184-GALIL,38,20.45,Month-to-month,0,2.1,59.4,Add Protection Bundle; Upgrade to Annual Contract
4819-HJPIW,18,25.15,Month-to-month,0,0.47,59.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4367-NUYAO,0,25.75,Two year,0,5.79,59.4,Add Protection Bundle
8734-DKSTZ,10,85.95,Month-to-month,1,0.49,59.4,Add Protection Bundle
6551-ZCOTS,33,24.9,One year,0,2.08,59.4,Add Protection Bundle
6855-VLGOS,72,20.55,Two year,0,0.2,59.4,Add Protection Bundle
2402-TAIRZ,37,80.05,One year,2,0.5,59.3,Add Protection Bundle; Add Streaming Services
3653-NCRDJ,43,19.2,One year,0,1.5,59.3,Add Protection Bundle; Add Tech Support
0962-CQPWQ,62,20.3,Two year,0,0.5,59.3,Add Protection Bundle; Add Tech Support
2920-RNCEZ,1,69.95,Month-to-month,0,0.34,59.3,Add Protection Bundle; Add Streaming Services
2866-IKBTM,1,19.55,Month-to-month,0,0.5,59.3,Add Protection Bundle
6340-DACFT,50,20.55,Two year,0,0.2,59.3,Add Protection Bundle
6248-BSHKG,61,20.4,One year,0,0.25,59.3,Add Protection Bundle
8467-WYNSR,22,55.1,Month-to-month,2,0.22,59.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0603-OLQDC,12,69.85,Month-to-month,3,12.67,59.3,Upgrade to Annual Contract
4256-ZWTZI,5,51.0,Month-to-month,1,0.35,59.2,Add Protection Bundle; Add Streaming Services
5951-AOFIH,33,66.4,Month-to-month,3,10.62,59.2,Upgrade to Annual Contract; Add Tech Support
7277-KAMWT,13,20.0,Two year,0,1.55,59.2,Add Protection Bundle
8430-TWCBX,49,20.7,One year,0,0.8,59.2,Add Protection Bundle
3694-DELSO,4,38.55,Month-to-month,2,10.06,59.1,Add Protection Bundle
4459-BBGHE,30,44.5,Month-to-month,2,15.52,59.1,Add Protection Bundle; Upgrade to Annual Contract
1608-GMEWB,45,93.9,Month-to-month,2,0.89,59.1,Add Protection Bundle; Upgrade to Annual Contract
5498-IBWPI,66,49.4,One year,1,2.54,59.1,Add Protection Bundle; Add Streaming Services
5995-WWKKG,37,19.8,One year,0,0.4,59.1,Add Protection Bundle
5345-BMKWB,8,20.25,Month-to-month,0,2.75,59.1,Add Protection Bundle; Add Tech Support
1958-RNRKS,30,49.9,Month-to-month,0,4.69,59.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5447-VYTKW,27,53.45,Month-to-month,2,6.34,59.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4692-NNQRU,21,79.2,One year,2,1.96,59.1,Add Protection Bundle; Add Streaming Services
5356-KZCKT,58,24.45,Two year,0,0.32,59.1,Add Protection Bundle
8314-HTWVE,7,19.85,Two year,0,0.17,59.1,Add Protection Bundle
8198-RKSZG,14,80.45,Month-to-month,4,2.38,59.1,Upgrade to Annual Contract
3308-DGHKL,69,19.3,Two year,0,0.26,59.0,Add Protection Bundle
6705-LNMDD,20,50.0,Month-to-month,1,0.26,59.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4429-WYGFR,26,49.15,Month-to-month,1,2.61,59.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4223-WOZCM,2,49.95,Month-to-month,1,0.39,59.0,Add Protection Bundle; Add Streaming Services
2650-GYRYL,33,19.45,One year,0,0.22,59.0,Add Protection Bundle
7452-FOLON,39,25.45,One year,0,0.31,59.0,Add Protection Bundle
0224-NIJLP,8,20.15,Two year,0,0.99,59.0,Add Protection Bundle
1680-VDCWW,12,19.8,One year,0,0.25,58.9,Add Protection Bundle
4020-KIUDI,6,19.85,Month-to-month,0,0.29,58.9,Add Protection Bundle
9774-NRNAU,27,84.8,Month-to-month,5,0.39,58.9,Upgrade to Annual Contract
6865-JZNKO,30,55.3,Month-to-month,2,6.48,58.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4522-AKYLR,13,54.8,Month-to-month,2,27.55,58.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
6051-PTVNS,55,19.15,One year,0,0.25,58.9,Add Protection Bundle
3589-PPVKW,9,44.4,Month-to-month,0,0.27,58.9,Add Protection Bundle; Add Streaming Services
4163-KIUHY,35,25.6,Month-to-month,0,0.26,58.9,Add Protection Bundle; Upgrade to Annual Contract
2387-KDZQY,17,20.1,One year,0,1.28,58.9,Add Protection Bundle
8344-WFMFH,9,50.1,Month-to-month,1,0.36,58.9,Add Protection Bundle; Add Streaming Services
6980-IMXXE,69,20.2,Two year,0,0.94,58.9,Add Protection Bundle; Add Tech Support
8532-UEFWH,52,25.75,Two year,0,1.15,58.9,Add Protection Bundle; Add Tech Support
9396-ZSFLL,15,48.85,Month-to-month,0,0.3,58.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3027-YNWZU,64,25.0,Two year,0,0.6,58.8,Add Protection Bundle
9891-NQDBD,28,25.55,One year,0,1.66,58.8,Add Protection Bundle; Add Tech Support
9754-CLVZW,26,38.85,Month-to-month,3,2.07,58.8,Add Streaming Services; Upgrade to Annual Contract
1402-PTHGN,18,61.5,One year,3,2.44,58.8,Add Streaming Services
0114-RSRRW,10,19.95,Month-to-month,0,0.29,58.8,Add Protection Bundle
6621-NRZAK,63,20.0,Two year,0,1.0,58.8,Add Protection Bundle; Add Tech Support
2428-HYUNX,44,19.35,Two year,0,1.62,58.8,Add Protection Bundle; Add Tech Support
8229-MYEJZ,10,51.2,Month-to-month,1,0.34,58.8,Add Protection Bundle; Add Streaming Services
4018-PPNDW,61,24.1,Two year,0,0.27,58.7,Add Protection Bundle
5730-RIITO,43,33.45,Month-to-month,2,7.53,58.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
4452-QIIEB,7,43.9,Month-to-month,0,17.25,58.7,Add Protection Bundle; Add Streaming Services; Add Tech Support
5448-VWNAM,19,75.9,Month-to-month,4,4.24,58.7,Upgrade to Annual Contract
7011-CVEUC,25,95.7,Month-to-month,3,23.35,58.7,Upgrade to Annual Contract
0121-SNYRK,50,35.4,One year,2,1.75,58.7,Add Protection Bundle; Add Streaming Services
1803-BGNBD,12,54.3,Month-to-month,2,16.32,58.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7325-ENZFI,39,40.3,One year,3,3.32,58.7,Add Streaming Services
2961-VNFKL,71,25.95,Two year,0,1.91,58.7,Add Protection Bundle
1628-BIZYP,1,85.0,Month-to-month,2,0.9,58.7,Add Protection Bundle
3566-HJGPK,1,45.55,Month-to-month,0,0.27,58.7,Add Protection Bundle; Add Streaming Services
8292-FRFZQ,39,41.15,One year,3,1.38,58.7,Add Streaming Services
0269-XFESX,23,24.35,One year,0,1.25,58.6,Add Protection Bundle; Add Tech Support
7305-ZWMAJ,30,20.7,One year,0,1.28,58.6,Add Protection Bundle; Add Tech Support
6139-ZZRBQ,64,20.05,Two year,0,1.56,58.6,Add Protection Bundle; Add Tech Support
2792-VPPET,3,20.5,Month-to-month,0,0.43,58.6,Add Protection Bundle
2072-ZVJJX,68,25.25,Two year,0,1.18,58.6,Add Protection Bundle; Add Tech Support
1735-XMJVH,8,19.35,Month-to-month,0,0.27,58.6,Add Protection Bundle
7695-PKLCZ,68,20.5,Two year,0,1.15,58.5,Add Protection Bundle
2688-BHGOG,9,79.55,Month-to-month,1,0.47,58.5,Add Protection Bundle
7054-ENNGU,9,50.85,Month-to-month,1,5.64,58.5,Add Protection Bundle; Add Streaming Services
6734-JDTTV,65,19.85,Two year,0,1.27,58.5,Add Protection Bundle
3365-SAIGS,17,83.55,Month-to-month,2,0.58,58.5,Add Protection Bundle; Upgrade to Annual Contract
7643-RCHXS,63,19.35,Two year,0,0.25,58.5,Add Protection Bundle
6968-MHOMU,58,45.0,One year,2,0.52,58.5,Add Protection Bundle
8896-RAZCR,44,19.9,Two year,0,0.94,58.5,Add Protection Bundle; Add Tech Support
9717-IOAAF,27,25.85,Two year,0,0.23,58.5,Add Protection Bundle
2729-VNVAP,33,19.8,Two year,0,0.59,58.5,Add Protection Bundle; Add Tech Support
6202-DYYFX,22,76.0,One year,0,8.23,58.5,Add Protection Bundle; Add Streaming Services
0958-YHXGP,7,69.9,Month-to-month,0,0.32,58.5,Add Protection Bundle; Add Streaming Services
5562-YJQGT,2,20.35,Month-to-month,0,0.25,58.4,Add Protection Bundle
2739-CCZMB,5,20.35,Month-to-month,0,0.28,58.4,Add Protection Bundle
8865-TNMNX,10,49.55,One year,1,0.23,58.4,Add Protection Bundle; Add Streaming Services
3936-QQFLL,2,19.75,Month-to-month,0,0.23,58.4,Add Protection Bundle
2466-NEJOJ,8,19.65,Month-to-month,0,2.69,58.4,Add Protection Bundle
3521-HTQTV,34,26.1,Two year,0,1.38,58.4,Add Protection Bundle
4929-ROART,18,56.25,Month-to-month,1,3.43,58.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4945-RVMTE,28,59.55,Month-to-month,2,8.66,58.4,Add Protection Bundle; Upgrade to Annual Contract
1016-DJTSV,8,69.7,Month-to-month,0,0.42,58.4,Add Protection Bundle; Add Streaming Services
8739-QOTTN,2,20.35,Month-to-month,0,0.22,58.4,Add Protection Bundle
4311-QTTAI,16,19.35,One year,0,2.14,58.4,Add Protection Bundle; Add Tech Support
5949-HGVJL,26,73.05,Month-to-month,4,0.54,58.4,Upgrade to Annual Contract
0661-KQHNK,6,19.0,One year,0,0.78,58.3,Add Protection Bundle
5346-BZCHP,69,19.4,Two year,0,0.98,58.3,Add Protection Bundle; Add Tech Support
7815-PDTHL,35,20.2,Two year,0,0.23,58.3,Add Protection Bundle
1073-XXCZD,55,25.7,Two year,0,0.85,58.3,Add Protection Bundle
3951-NJCVI,42,95.05,Month-to-month,2,0.61,58.3,Add Protection Bundle; Upgrade to Annual Contract
2801-NISEI,24,54.95,Month-to-month,2,7.31,58.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3996-ZNWYK,71,19.8,Two year,0,0.19,58.3,Add Protection Bundle
1635-NZATJ,71,25.45,Two year,0,1.04,58.3,Add Protection Bundle; Add Tech Support
4316-XCSLJ,17,50.3,Month-to-month,1,5.2,58.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2675-IJRGJ,53,19.65,Two year,0,0.72,58.3,Add Protection Bundle
5214-CHIWJ,27,20.3,One year,0,0.22,58.3,Add Protection Bundle
0847-HGRML,62,20.0,Two year,0,0.57,58.2,Add Protection Bundle
0536-BGFMZ,28,20.5,Month-to-month,0,2.09,58.2,Add Protection Bundle; Upgrade to Annual Contract
